post_id,post_url,id,author,jobTitle,content,created_date,Joined,Messages,Likes Received,Reading List
post-6701266,https://forum.novelupdates.com/threads/roblox-bans-holding-hands-and-kissing.136900/#post-6701266,6703923,Lissi,『Queen of Lissidom』『Holy Chibi』『Western Birdy』『⚓』,Wow...  Extreme banning lol,"Oct 15, 2021 at 2:28 AM","Feb 24, 2021","3,419","21,138",Link
thread-136900,https://forum.novelupdates.com/threads/roblox-bans-holding-hands-and-kissing.136900/,6701261,Chrono Vlad,『Banned From Drinking』,"https://gamerant.com/roblox-bans-romantic-gestures-holding-hands-kissing/  It's official, Hand Holding are lewder than sex.","Oct 14, 2021 at 4:51 AM","May 24, 2017","2,502","4,704",Link
thread-136900,https://forum.novelupdates.com/threads/roblox-bans-holding-hands-and-kissing.136900/,6701266,Deleted member 369806,Guest,"Also, it raises the question of who is complaining about kissing and hand holding in Roblox, a question that probably doesn't have a good answer.Click to expand...  I don't know why I find this funny XD","Oct 14, 2021 at 5:00 AM",,,,Link
thread-136900,https://forum.novelupdates.com/threads/roblox-bans-holding-hands-and-kissing.136900/,6701268,Shizukani,Hero Sparrow ⸜₍๑•⌔•๑ ₎⸝ ⚓『Southern Bird』∠( ᐛ 」∠)＿,As they should!,"Oct 14, 2021 at 5:03 AM","Dec 8, 2016","1,383","14,729",Link
thread-136900,https://forum.novelupdates.com/threads/roblox-bans-holding-hands-and-kissing.136900/,6701281,Ahhhhhhhhhhhh,[you look like a mighty fine meal],"Chrono Vlad said: 				 					↑  https://gamerant.com/roblox-bans-romantic-gestures-holding-hands-kissing/  It's official, Hand Holding are lewder than sex. Click to expand...  *holds hand* oh no, what would happen to us?!","Oct 14, 2021 at 5:14 AM","Feb 9, 2021",653,852,Link
thread-136900,https://forum.novelupdates.com/threads/roblox-bans-holding-hands-and-kissing.136900/,6701282,Bobwillrule,Supreme Ruler of Bobylon,WAIT but what about adopt me? That game is ruined.,"Oct 14, 2021 at 5:16 AM","Nov 16, 2020",161,106,Link
thread-136900,https://forum.novelupdates.com/threads/roblox-bans-holding-hands-and-kissing.136900/,6701285,Bobasis,Weeeeee,. . Why just why tho.,"Oct 14, 2021 at 5:27 AM","Jan 3, 2021","2,105","14,770",Link
thread-136900,https://forum.novelupdates.com/threads/roblox-bans-holding-hands-and-kissing.136900/,6703923,Lissi,『Queen of Lissidom』『Holy Chibi』『Western Birdy』『⚓』,Wow...  Extreme banning lol,"Oct 15, 2021 at 2:28 AM","Feb 24, 2021","3,419","21,138",Link
post-6685761,https://forum.novelupdates.com/threads/receive-free-stuff-from-a-game.136242/#post-6685761,6685761,MarshmallowAddiction,Well-Known Member,"If you had a chance to receive something you really want from a game you are playing what would it be? Like free money? Or free skins? Or even free packs? And why? What would you do with it if you have received it?  Games can be anything from mobile app to online server ie: - Roblox - Minecraft - Fornite - Brawl Stars - League of Legends - Grand Theft Auto - Asphalt 9: Legends - Apex Legends - Animal Crossing: New Horizons - FIFA 20 etc.   During lockdown last year, I got stuck into Roblox due to boredom. At first I thought ""Who cares about Robux! I don't need them since there are many games that are free and you can still have free clothes and accessories (but not many!)."" But after playing this for over a year, I started feeling annoyed that you had to pay for Robux and you couldn't earn it either.  So if I had the chance, I would want to receive $350 gift card from Roblox. Yes, it's indeed quite a lot, but I am going to spend at least 32% on VIPs/Premium, 38% on clothing, and the rest I'll save it up for something else that in fact I'm not sure yet...","Oct 3, 2021 at 12:05 AM","Sep 8, 2021",73,60,Link
post-6685761,https://forum.novelupdates.com/threads/receive-free-stuff-from-a-game.136242/#post-6685761,6685768,phreakinsane,Well-Known Member,"I like how you get free mods for minecraft already.   If I could get paid cash for playing, you better believe I'd play more often.","Oct 3, 2021 at 12:14 AM","Nov 20, 2019",62,98,Link
post-6685761,https://forum.novelupdates.com/threads/receive-free-stuff-from-a-game.136242/#post-6685761,6685770,BigBadBoi,Well-Known Member,rare CSGO skins then sell that shit for thousands or even hundreds of thousands of dollars,"Oct 3, 2021 at 12:18 AM","Apr 11, 2018","2,004","3,317",Link
post-6685761,https://forum.novelupdates.com/threads/receive-free-stuff-from-a-game.136242/#post-6685761,6685774,Deleted member 369806,Guest,"Stuff to receive for free in a game huh? hm... I like MMOs even though I didn't play one in a while now, if anything for free that I want in them it would be... maybe certain items that are required for crafting something? like some items that need to be crafted need some items that can be acquired from monsters or NPCs in the game and other items from the game store, it can get annoying sometimes wanting to craft something but you can't because you need to buy its components first, so, maybe, receiving those items? not sure tbh, free stuff while good but in such games it can ruin the fun, so, maybe it is not a good idea, don't know XD","Oct 3, 2021 at 12:25 AM",,,,Link
post-6685761,https://forum.novelupdates.com/threads/receive-free-stuff-from-a-game.136242/#post-6685761,6685787,Harry,Now you see me,Free stuff??? Use it immediately!,"Oct 3, 2021 at 12:57 AM","Dec 13, 2015","1,335","1,305",Link
post-6685761,https://forum.novelupdates.com/threads/receive-free-stuff-from-a-game.136242/#post-6685761,6685788,Meloonseed,sobble,free valorant skins because that shit is expensive,"Oct 3, 2021 at 12:57 AM","Jan 21, 2019",365,437,Link
post-6685761,https://forum.novelupdates.com/threads/receive-free-stuff-from-a-game.136242/#post-6685761,6685794,MarshmallowAddiction,Well-Known Member,"BigBadBoi said: 				 					↑  rare CSGO skins then sell that shit for thousands or even hundreds of thousands of dollarsClick to expand...     Meloonseed said: 				 					↑  free valorant skins because that shit is expensiveClick to expand...  Yeah true, skins are really expensive and annoying how you need to pay even more for the limited edition ones. Sometimes it's worth buying.","Oct 3, 2021 at 1:12 AM","Sep 8, 2021",73,60,Link
post-6685761,https://forum.novelupdates.com/threads/receive-free-stuff-from-a-game.136242/#post-6685761,6685796,BigBadBoi,Well-Known Member,"MarshmallowAddiction said: 				 					↑  Yeah true, skins are really expensive and annoying how you need to pay even more for the limited edition ones. Sometimes it's worth buying.Click to expand...  I'm not kidding csgo skins go for hundred to even thousands of dollars in value.","Oct 3, 2021 at 1:15 AM","Apr 11, 2018","2,004","3,317",Link
post-6685761,https://forum.novelupdates.com/threads/receive-free-stuff-from-a-game.136242/#post-6685761,6685803,MarshmallowAddiction,Well-Known Member,"BigBadBoi said: 				 					↑  I'm not kidding csgo skins go for hundred to even thousands of dollars in value.Click to expand...  Sheesh, I don't play this game but that sounds really annoying. Have you brought any before, and is it worth the amount of money you need to pay?","Oct 3, 2021 at 1:32 AM","Sep 8, 2021",73,60,Link
post-6685761,https://forum.novelupdates.com/threads/receive-free-stuff-from-a-game.136242/#post-6685761,6687506,phobos,Well-Known Member,mostly its not worth the time spend even more when its just about cosmetical items  diablo 3 for example it would be  farm goblins - hope you get a rainbow one  the ranbow one must open a portal (again a lower chance ) and inside the special you must be lucky to get a rare boss spawned and that boss got a low droprate for the rainbow wings-  winning the jackpot in a lottery might have a higher chance,"Oct 4, 2021 at 12:09 AM","Apr 11, 2020",372,164,Link
